,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagsCount,likeRatio,commentRatio,titleLength
104,TLGcmDbleWQ,Science ABC,Multiverse Theory Explained: Does the Multiverse Really Exist? Truth of Multiple Realities,"Multiverse theory suggests that our universe, which consists of billions and billions of planets, stars and galaxies and extends out tens of billions of light-years, may not be the only universe that exists. There could be another universe that is completely different from ours with its own natural laws. Even more maddeningly, there may not be just one, but an infinite number of such universes, all of which differ from one another and harbor millions of celestial bodies and even intelligent life forms, just as our universe does.

Multiverse theory assumes that our universe is only a small member of an enormous composition of a multitude of universes.

The idea of multiple universes is so astounding that it has been hypothesized not only in cosmology and astronomy, but also in philosophy, music, literature, science fiction, and even religion. Because of the universality of this idea, these “other"" universes are called by different names, including parallel universes, alternative universes, parallel realities, quantum realities, alternative realities, and more.
In this video, we explain what exactly is the multiverse theory and what it means for humankind.


#multiverse #science #animation


References

https://wmap.gsfc.nasa.gov/universe/bb_cosmo_infl.html
https://imagine.gsfc.nasa.gov/observatories/satellite/wmap/inflation.html
https://space.mit.edu/home/tegmark/multiverse.pdf




Original Article Link: https://www.scienceabc.com/nature/universe/multiverse-explained-what-is-the-multiverse-is-multiverse-theory-legit.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['multiverse', 'multiverse theory', 'multiverse documentary', 'multiverse explained', 'what is the multiverse', 'what is multiverse', 'inflation theory', 'big bang', 'flat geometry of our universe', 'monopole problem', 'horizon problem', 'homogeneity', 'science', 'curiosity', 'animation']",2021-10-26 10:30:12+00:00,44193,1093,,99,PT6M32S,hd,true,Tuesday,0 days 00:06:32,15,24.732423687009256,2.2401737831783315,90
105,3khY_bwf5FY,Science ABC,What Exactly is Spacetime? Explained in Ridiculously Simple Words,"Spacetime, as a concept, is related to a space that consists of 4 dimensions instead of the regular 3-dimensional space. As early as 1905, Einstein proposed a now widely popular theory that the speed of light is independent of the motion of all observers, and that space and time are interconnected in a single continuum. This theory, which is now a cornerstone of modern and quantum physics, is known as Einstein’s special theory of relativity. Einstein's proposed idea of a single continuum where space and time are interwoven is what people call “space-time”.
According to this theory, time—which has traditionally been considered an independent entity according to the principles of classical physics—is affected when a body moves through space. This happens because, according to the theory, time and space are connected and part of a single continuum—spacetime.
In this video, we discuss spacetime in absolutely simple words: what exactly is spacetime and how is it related to the force of gravitation and Einstein’s theory of relativity?

#science #animation #spacetime


References:
https://asd.gsfc.nasa.gov/blueshift/index.php/2015/11/25/100-years-of-general-relativity/
https://sci.esa.int/web/lisa-pathfinder/-/56434-spacetime-curvature
https://sites.pitt.edu/~jdnorton/teaching/HPS_0410/chapters/Special_relativity_rel_sim/index.html


If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1


Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['spacetime', 'what is spacetime', 'how does spacetime work', 'gravity', 'black hole', 'what does spacetime warp into', 'what is the fabric of spacetime made of', 'how massive objects distort spacetime', 'how the universe works spacetime', 'what is spacetime curvature', 'how the universe works spacetime fabric', 'what is fabric of spacetime', 'why does spacetime curve around mass', 'why is spacetime curved', 'spacetime explained', 'curved spacetime', 'science', 'curiosity', 'animation']",2021-10-04 10:30:11+00:00,192026,2939,,192,PT4M56S,hd,true,Monday,0 days 00:04:56,19,15.305219084915585,0.9998646016685241,65
106,v48u8hjqNBU,Science ABC,"What Are The Different Atomic Models? Dalton, Rutherford, Bohr and Heisenberg Models Explained","Atomic Models: Centuries ago, people didn’t know exactly what was inside an atom, but they had some “ideas”. Around 400 BC, a Greek philosopher named Democritus came up with a theory that everything in the world was made of tiny indestructible particles called “atomos”, which means “uncuttable”. However, this theory was largely discredited by Aristotle—the original social influencer, who believed that everything on this planet was made of four elements: earth, fire, water, and air. 
The next step in atomic theory development didn’t happen for nearly 2000 years, when British chemist John Dalton conducted some experiments. Following his breakthrough, Dalton proposed that everything in the world was made up of atoms—tiny indestructible solid spheres that were unique for every element. Atoms of different elements combine to form different compounds and are rearranged during chemical reactions. 
After that, came an English physicist named J.J Thompson and his trusty cathode ray tube. He proposed the famous “plum pudding” model. This model characterizes an atom as a particle that is composed of a positively charged mass (the pudding), as well as tiny negative charges embedded in it (like plums). After this, another chemist called Rutherford proposed his model of an atom where most of the atom’s mass was concentrated in a positively charged center (which he later named the nucleus) around which the electrons orbited like planets around the sun. After Rutherford, another chemist Neils Bohr theorized that if an electron jumped to a lower energy orbit, it would give out the extra energy in the form of radiation, thereby maintaining atomic stability. Even though Bohr’s model doesn’t hold true for complex multi-electron systems, this model is still the most popular representation of atomic structure in most textbooks.



#atomicmodels #science #animation


References

http://abyss.uoregon.edu/~js/ast123/lectures/lec04.html
https://web.ics.purdue.edu/~kdickson/democritus.html
http://www.brooklyn.cuny.edu/bc/ahp/FonF/Dalton.html
https://pubmed.ncbi.nlm.nih.gov/18175369/#:~:text=In%201803%20Dalton%20discovered%20that,for%20his%20incipient%20atomic%20ideas.
https://pressbooks-dev.oer.hawaii.edu/chemistry/chapter/evolution-of-atomic-theory/
https://www.pbs.org/wgbh/aso/databank/entries/dp13at.html



If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['atomic models', 'dalton', 'bohr', 'rutherford', 'Heisenberg', 'Schrödinger', 'Geiger–Marsden', 'Democritus', 'Thompson', 'different atomic models', 'all atomic models', 'bohr atomic models', 'timeline of atomic models', 'atomic models history', 'atomic structure models', 'atomic models in chemistry', 'atomic theory models', 'atomic theories and models', 'science', 'curiosity', 'animation']",2021-09-08 11:00:28+00:00,363029,5309,,102,PT7M4S,hd,true,Wednesday,0 days 00:07:04,21,14.62417603001413,0.2809692889548769,94
107,IFY-NjqIn3k,Science ABC,Why Is Blood Drawn From Veins And Not From Arteries?,"Experts use veins to draw blood for blood testing, blood donation, and more because the structure and position of veins make it easier to draw blood out of as compared to arteries. It may also be dangerous to draw blood from arteries. 

References:
http://scienceline.ucsb.edu/getkey.php?key=1364 
https://www.fi.edu/heart/blood-vessels
https://apps.who.int/iris/bitstream/handle/10665/44294/9789241599221-heb.pdf 

#bloodtest #veins #science


Original Article Link: https://www.scienceabc.com/humans/why-is-blood-taken-from-veins-and-not-arteries.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['why is blood taken from veins and not arteries', 'why is blood collected from a vein as opposed to an artery', 'why do we take blood from veins', 'why blood is taken from vein', 'why we collect blood from vein', 'why is blood drawn from a vein and not an artery', 'draw blood from vein or artery', 'why do we draw blood from veins and not arteries', 'drawing blood from artery', 'do you draw blood from a vein or artery', 'can you draw blood from an artery', 'blood', 'veins', 'arteries', 'science', 'animation', 'curiosity']",2021-08-11 10:32:00+00:00,156520,2378,,77,PT3M1S,hd,true,Wednesday,0 days 00:03:01,17,15.192946588295426,0.4919499105545618,52
108,yYUImmcq-bc,Science ABC,Emotions and the Brain: What is the limbic system?,"The limbic system is the term for various parts of the brain involved in emotions such as fear, aggression, and attraction, and behaviors related to these emotions, as well as memory, learning, and senses. The four important parts of the limbic system are the amygdala, the hippocampus, the hypothalamus, and the thalamus. 

The olfactory system and the thalamus.
For most senses such as touch and sight, sensory neurons make their first stop at the thalamus and then make their way to other parts of the brain. But, for the sense of smell, the olfactory neurons from the nose make their first stop at the olfactory bulb in the brain. There is some evidence (sources included in the references) that from the olfactory cortex, neurons make their way to the thalamus (the mediothamalic nuclei) for higher sensory processing. 



#science #animation #limbicsystem


References:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2917081/
http://eprints.bournemouth.ac.uk/30453/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5310631/
https://www.intechopen.com/books/hypothalamus-in-health-and-diseases/anatomy-and-function-of-the-hypothalamus
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4585119/
https://www.jneurosci.org/content/28/20/5257




If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['limbic system', 'limbic system functions', 'parts of limbic system', 'what is the limbic system', 'limbic system amygdala', 'limbic system components', 'limbic system of brain', 'limbic system structures', 'limbic system diagram', 'limbic system and emotions', 'limbic system hypothalamus', 'limbic system hippocampus', 'limbic system thalamus', 'brain', 'what does limbic system mean', 'science', 'animation', 'curiosity']",2021-07-26 10:46:50+00:00,134307,2973,,70,PT5M42S,hd,true,Monday,0 days 00:05:42,18,22.13585293394983,0.5211939809540828,50
109,8-t-1EkOhAE,Science ABC,Dark Matter Explained: What Exactly is Dark Matter? | A Beginner’s Guide to Dark Matter,"Dark matter is an invisible matter that occupies more than half of the space of the observable universe but cannot be detected directly as it doesn’t interact with electromagnetic radiation, like visible light and gamma rays. One of the greatest challenges that astral scientists and researchers face before they can fully understand the universe is so-called ""dark matter."" Originally called the ‘missing matter’, dark matter is the name given to particles that don’t absorb or emit light, making them impossible to detect through observing electromagnetic radiation.

Think of it this way—how do you see or observe something in your everyday life?
You are able to see things because visible light, a type of electromagnetic radiation, bounces off objects around you and then reaches your eyes. All celestial bodies interact with electromagnetic radiation, including visible light, radio waves, gamma rays, and the rest. More notably, they alter the way radiation travels around them, which is how we detect far-off galaxies hiding billions upon billions of miles away.
But dark matter cannot be observed this way, because it doesn’t interact with electromagnetic radiation. Check out this video to learn more about dark matter, how was it first discovered and how is it detected now.

#science #animation #darkmatter

References:
https://www.nap.edu/read/10079/chapter/7
https://ned.ipac.caltech.edu/level5/Sept04/Rubin/paper.pdf
http://luxdarkmatter.org/
https://www.cns.umass.edu/news-events/news/dark-matter-god-particle-and-collisions-speed-light


Original Article Link: https://www.scienceabc.com/nature/universe/what-is-dark-matter-and-how-do-we-know-it-exists.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['Dark matter', 'what is Dark matter', 'dark matter and dark energy', 'What is dark matter and dark energy', 'what is dark matter in space', 'what is dark matter made of', 'what is dark matter in simple terms', 'why is dark matter important', 'where is dark matter', 'dark matter definition', 'how is dark matter detected']",2021-06-28 10:30:10+00:00,47066,1040,,77,PT5M53S,hd,true,Monday,0 days 00:05:53,11,22.096630263884755,1.636000509922237,87
110,KjIUzV094wE,Science ABC,What Exactly is a Tesseract? (Hint: Not a Superhero Stone),"A tesseract is a 4D cube, i.e. a cube that exists in 4 dimensions. Although fans of the Marvel universe and superheroes may associate tesseract with the glowing blue box that houses the Space stone, a tesseract is a real geometrical concept that exists in four dimensions. 

Here is a simple way to conceptualize dimensions: a square is a 2D shape, so each of its corners has 2 lines coming off it at 90 degrees to each other. A cube is three-dimensional, so each of its corners has 3 lines coming off it. Similarly, a tesseract is a 4D shape, so every corner has 4 lines coming off it.
Mathematically speaking, a tesseract is a perfectly accurate and plausible shape, as are all shapes in higher dimensions, such as 5D and 6D. Just as a cube can be unfolded into 6 squares in 2D space, a tesseract can be unfolded into 8 cubes in 3D space.


#science #animation #tesseract

References:
https://sites.pitt.edu/~jdnorton/teaching/HPS_0410/chapters/four_dimensions/index.html
http://www.math.harvard.edu:80/archive/21b_fall_03/4dcube/
http://www.geom.uiuc.edu/docs/outreach/4-cube/


Original Article Link: https://www.scienceabc.com/pure-sciences/what-exactly-is-a-tesseract-real-life-geometry-4-dimensional.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['tesseract', 'what is a tesseract', 'teseract', 'tessaract', 'tesseract explained', 'tesseract meaning', 'what is tesseract', '4d cube', 'tesseract definition', 'is the tesseract real', 'tesserac', 'tesserect', 'is a tesseract real', 'tessarect', 'tesseract science', 'tesseract shape', 'tesseract cube', 'tesseracts', 'real tesseract', 'tesseract real life', 'what is a 4d shape', 'tesseract 4d', 'tesaract', 'teserac', 'quantum tesseract', 'what is a teseract', 'what is a tesseract in space', 'what is a tesseract in a wrinkle in time']",2021-06-01 11:34:20+00:00,110104,2685,,145,PT3M14S,hd,true,Tuesday,0 days 00:03:14,28,24.38603502143428,1.3169367143791326,58
111,z4sQ9lDZ1kI,Science ABC,Respiratory System: From Inspiration to Expiration Explained in Simple Words,"The respiratory system is composed of the nose or nasal cavity, the pharynx, the larynx, the trachea, the bronchi, and the lungs. The respiratory system's functions are gaseous exchange, inhaling oxygen and exhaling out carbon dioxide, and balancing the pH of the blood. In the lungs are alveoli that are connected to the capillaries. At the alveoli gaseous exchange takes place - oxygen moves into the blood and carbon dioxide moves into the alveoli to be then expelled.

#science #animation #respiratorysystem

Table of Content:
0:00 Introduction
0:15 Functions of the respiratory system
1:58 Nervous control of the respiratory system
2:20 Inspiration
3:52 How the lungs work
5:47 Expiration
6:06 Conclusion

References:
https://www.nhlbi.nih.gov/health-topics/how-lungs-work

https://www.urmc.rochester.edu/encyclopedia/content.aspx?contenttypeid=85&contentid=p01300
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4613399/


Original Article Link: https://www.scienceabc.com/pure-sciences/how-does-the-human-respiratory-system-work.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['Respiratory System', 'anatomy and physiology', 'respiratory system for kids', 'respiratory system anatomy', 'respiratory system physiology', 'respiratory system animation', 'how the respiratory system works', 'inspiration and expiration of lungs animation', 'inspiration and expiration', 'respiratory system', 'inspiration and expiration in the respiratory system', 'the respiratory system for kids', 'respiratory system kids', 'the respiratory system', 'lungs for kids', 'inspiration expiration', 'how lungs work']",2021-05-20 10:30:07+00:00,171421,2394,,75,PT6M47S,hd,true,Thursday,0 days 00:06:47,17,13.965616814742653,0.4375193237701332,76
112,2tv6Ej6JVho,Science ABC,What is the Fibonacci Sequence & the Golden Ratio? Simple Explanation and Examples in Everyday Life,"The Fibonacci sequence is a series of numbers in which a given number is the addition of the two numbers before it. So, if you start with 0, the next number will be 1, followed by 1, followed by 2, followed by 3 and so on. As you can see, every number in this series or sequence is obtained by adding the two preceding numbers. This simple series of numbers is referred to as the Fibonacci sequence for Fibonacci series. And individual numbers in this sequence are often called Fibonacci numbers.

To the uninitiated, it may just seem like a series of numbers, but the Fibonacci sequence has been discovered and rediscovered in various forms, not only in mathematics, but also in nature and our everyday lives. 

There’s another exciting offshoot of the Fibonacci sequence - the golden ratio. Seashells are one of the most common examples of the golden spiral in nature. Ocean waves, hurricanes, flower buds, snail shells, spider webs are some of the many naturally-occurring examples.

#science #animation #fibonacci

Intro - (0:00)
What is the Fibonacci sequence - (0:57)
Leonardo of Pisa and the Fibonacci sequence - (1:39)
Fibonacci sequence and the Golden Ratio - (2:56)

References:
https://math.temple.edu/~reich/Fib/fibo.html
https://brilliant.org/wiki/fibonacci-series/

Original Article Link: https://www.scienceabc.com/eyeopeners/why-are-fibonacci-numbers-so-important.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['fibonacci sequence', 'fibonacci sequence in nature', 'fibonacci numbers', 'fibonacci sequence explained', 'what is the fibonacci sequence', 'what is fibonacci', 'golden ratio', 'golden ratio explained', 'golden ratio in nature', 'what is the golden ratio', 'math', 'fibonacci series', 'fibonacci sequence formula', 'science', 'animation', 'curiosity']",2021-04-23 10:30:17+00:00,695358,11055,,384,PT5M1S,hd,true,Friday,0 days 00:05:01,16,15.898285487475516,0.5522335257522025,99
113,HW1_0LSJIwc,Science ABC,Digestive System: Ingestion to Egestion Explained in Simple Words,"The digestive system is the system that helps us break down the food we eat to its basic nutrients so that our body can use those nutrients to get energy. The digestive system is composed of the long continuous alimentary tract or gastrointestinal tract (or simply gut) and accessory organs like the pancreas, liver, gallbladder. Our digestive system also receives help from gut bacteria that reside in the intestines.
But that's just the surface of the digestive system. New research shows that our guts affect our body in surprising ways. Our gut communicates with the nervous system and might affect our moods and mental health. The gut bacteria help the immune system fight of deadly pathogens! Our digestive tract is more complex than first appears.

References:
https://www.mayoclinic.org/digestive-system/expert-answers/faq-20058340#:~:text=After%20you%20eat%2C%20it%20takes,move%20through%20the%20entire%20colon
https://onlinelibrary.wiley.com/doi/abs/10.1002/jsfa.7601
https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001424


#science #animation #digestivesystem



Original Article Link: https://www.scienceabc.com/pure-sciences/ingestion-excretion-journey-food-time-enters-body-time-leaves.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['ingestion digestion absorption assimilation egestion', 'ingestion video', 'what is ingestion', 'ingestion absorption assimilation and excretion', 'the digestive system', 'digestive system', 'human digestive system', 'digestion animation', 'digestive system of human body', 'Digestion in human beings', 'digestive system animation', 'how digestive system works', 'digestive system for kids', 'digestion process in human body', 'digestive system cartoon', 'science digestive system', 'process of digestion']",2021-04-05 10:30:15+00:00,681963,7479,,168,PT9M4S,hd,true,Monday,0 days 00:09:04,17,10.96687063667677,0.24634767575366992,65
114,M0uw4ZNpqcI,Science ABC,What is Radioactivity and Is It Always Harmful: Explained in Really Simple Words,"Radioactivity is the property through which a heavier, unstable nucleus assumes a more stable state by emitting radiation. The process through which a nucleus turns into a stable one is called radioactive decay. But is radioactivity or radioactive radiation always harmful? Let’s discuss this in more detail.
Inside an atom’s nucleus, there are positively charged protons and neutral neutrons. These nucleons are held together by a “glue” called the strong nuclear force. This strong force cancels out the repulsive electrostatic force of like charged protons and keeps the nucleus stable. The nuclear force has a short range of action and is dependent on the ratio of neutrons and protons present in a nucleus. However, we see that the balance between the forces starts to waver in a nucleus where the number of neutrons exceeds the number of protons. A nucleus that exceeds the threshold number of neutrons and protons that the strong nuclear force can hold together comfortably will be more unstable.
More specifically, these scenarios give rise to unstable isotopes of elements. Just as your body, through a series of expansions and contractions, expels a substance with a sneeze, similarly, the unstable isotopes of elements fling out different particles or forms of energy to restore balance between the forces in their nucleus. During this process of attaining stability, they change into a new nucleus. It is exactly this property, namely turning into something new to attain stability, that we call radioactivity. 


#science #animation #radioactivity


References
https://www.epa.gov/radiation/what-kinds-consumer-products-contain-radioactive-materials
https://bioethicsarchive.georgetown.edu/achre/final/intro_9_2.html
https://wou.edu/chemistry/courses/online-chemistry-textbooks/ch103-allied-health-chemistry/ch103-chapter-3-radioactivity/
https://ehss.energy.gov/ohre/roadmap/achre/intro_9_2.html
https://www.nj.gov/dep/rpp/llrw/download/fact01.pdf


If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['what is radioactivity', 'how radioactivity works', 'how does radioactivity relate to the weak nuclear force', 'what causes radioactivity', 'what is radioactivity in chemistry', 'who discovered radioactivity', 'what does radioactivity do to your body', 'crash course radioactivity', 'radioactivity explained', 'radioactivity physics', 'marie curie radioactivity', 'radioactivity definition', 'discovery of radioactivity', 'define radioactivity', 'what is the source of radioactivity', 'science', 'animation', 'curiosity']",2021-03-10 12:23:43+00:00,330249,6045,,144,PT8M8S,hd,true,Wednesday,0 days 00:08:08,18,18.304370338744402,0.4360346284167401,80
115,YovwL0LwkUg,Science ABC,What is DNA and How Does it Work?,"DNA (deoxyribonucleic acid) is a molecule that is often called the blueprint of life. Located in the nucleus, the DNA is a very long molecule with a helix winding structure like a twisted ladder. The rungs of the ladder are made of four different chemicals that pair with each other - A with T, C with G. The sequence of these chemicals is how the information is stored in DNA. Certain proteins read this ""code"" (ATCGCG) to create proteins. These proteins go on to form cells, cells form tissues which go on to form organs and all the organs come together to form a living being.


#science #animation #DNA


References:
https://www2.le.ac.uk/projects/vgec/schoolsandcolleges/topics/dnageneschromosomes
https://www.nationalgeographic.com/science/health-and-human-body/human-body/dna-deoxyribonucleic-acid/
https://www.genome.gov/about-genomics/fact-sheets/Deoxyribonucleic-Acid-Fact-Sheet


If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1


Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['what is dna', 'what does dna stand for', 'what is dna made of', 'what is dna meaning', 'what is dna structure', 'science', 'animation', 'curiosity', 'what is dna and how it works', 'dna for kids', 'how dna works', 'dna explained', 'how does dna work', 'what is dna for kids', 'what is dna and how does it work', 'dna kids', 'what is a dna', 'deoxyribonucleic acid', 'how dna works in human body', 'dna explanation', 'dna structure', 'dna science', 'function of dna', 'dna meaning', 'dna sequencing', 'explain dna']",2021-02-15 10:30:16+00:00,52166,848,,44,PT5M23S,hd,true,Monday,0 days 00:05:23,26,16.25579879615075,0.8434612582908407,33
116,MKbF-MvRjEU,Science ABC,Grandfather Paradox: Explained in Simple Words,"The grandfather paradox is considered the biggest, most popular objection to the logical possibility of backwards time travel. It characterizes a hypothetical situation in which a time traveller goes to their past and ends up causing an event (like, the killing of their grandfather) which makes travelling to the past and altering it impossible.
What this means is that if you go back in time and kill your grandfather, you don’t exist, which means that your grandfather cannot be killed. As you can see, there are two realities occurring in parallel here. The grandfather paradox is also a key plot element in the famous Hollywood movie Tenet (released in 2020), directed by Christopher Nolan.
Although all this talk about time travel and the grandfather paradox is obviously purely hypothetical, there is evidence of two realities occurring in parallel at the same time. This is a phenomenon in the quantum world which is known as superposition.


Table of Content:


Intro: 0:00
The Problem of travelling to the past: 0:58
What's the Grandfather paradox: 1:19
What is superposition: 3:25
Is travelling to the past possible?: 3:54


#science #animation #grandfatherparadox



Quantum Entanglement Video link: https://youtu.be/fkAAbXPEAtU




References:
https://plato.stanford.edu/entries/time-travel/#WheTimTra

http://people.bu.edu/pbokulic/papers/BHC-Hawk-PSA.pdf
https://physics.berkeley.edu/news-events/news/20201108/the-black-hole-paradox-nears-its-end
http://ffden-2.phys.uaf.edu/webproj/212_spring_2019/Noah_Snelson/index.html


If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['grandfather paradox', 'grandfather paradox solution', 'grandfather paradox time travel', 'grandfather paradox movie', 'tenet', 'what is grandfather paradox', 'grandfather paradox explained', 'science', 'animation', 'curiosity']",2021-02-01 10:30:12+00:00,99612,2312,,211,PT5M33S,hd,true,Monday,0 days 00:05:33,10,23.210055013452195,2.1182186885114245,46
117,I16YlE8qTBU,Science ABC,What are Mutations and what are the different types of Mutations?,"A mutation is a random change in the DNA. Mutations can be neutral, which means it does not cause a change in a trait of the organism, or it could cause a beneficial or a harmful mutation. There are a few different types of mutations - gene mutations, which are mutations only within a single gene and chromosomal mutations, which are large changes in a chromosome. Mutations drive the evolution of life and are one of the reasons for life's diversity.


#science #animations #mutations


0:00 Introduction
0:52 What are mutations?
2:35 Types of Mutations
3:10 Substitution Mutation
5:10 Insertion/Deletion Mutation
5:39 Chromosomal Mutation
6:16 Aneuploidy
7:00 Conclusion - mutations probably won’t make you a superhero



References:
https://www.ncbi.nlm.nih.gov/books/NBK21578/ 
https://www.ncbi.nlm.nih.gov/books/NBK21870/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5741991/




Original Article Link: https://www.scienceabc.com/pure-sciences/what-is-mutation-definition-different-types-biology-genetic-missense-nonsense.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow our Website!
https://www.scienceabc.com","['mutations', 'mutation definition', 'missense mutations', 'frameshift mutations', 'nonsense mutations', 'mutations in genes', 'genetic mutations', 'gene mutations', 'what is mutations', 'what are mutations', 'germline mutations', 'mutations in humans', 'mutations in dna', 'are mutations random', 'are mutations harmful', 'are mutations always harmful', 'science', 'animation', 'curiosity']",2021-01-11 10:31:54+00:00,63554,731,,44,PT7M51S,hd,true,Monday,0 days 00:07:51,19,11.502029769959403,0.692324637316298,65
